Liste over Bildetema-termer som skal oversettes til kvensk									
Tilrettelagt av Øystein Reigem, Uni Research Computing, 2017-01-11									
									
id	lenke til Bildetema HTML5	lenke til Bildetema Flash	svensk	bokmål	engelsk	kvensk	oversetterens kommentarer		
&w526	Bildetema HTML5	Bildetema Flash	en hårnål	hårnål	hairpin	hyksineula			
&w994	Bildetema HTML5	Bildetema Flash	en peruk	parykk	wig	parykki			
									
&c9	Bildetema HTML5	Bildetema Flash	Hus och lägenhet	Hus og bolig	Buildings and flats	Huonet/talo ja asumapaikka			
									
&s9_1	Bildetema HTML5	Bildetema Flash	hus	hus	building	huonet, talo			
									
&w1018	Bildetema HTML5	Bildetema Flash	en port	gatedør	door	ovi			
&w1052	Bildetema HTML5	Bildetema Flash	ett radhus	rekkehus	terraced house	raitohuonet, raitotalo			
&w1320	Bildetema HTML5	Bildetema Flash	en byggnadsställning	stillas	scaffolding	tällinki			
&w1427	Bildetema HTML5	Bildetema Flash	en tomt	tomt	plot	tontti	?		
&w1543	Bildetema HTML5	Bildetema Flash	en villa	enebolig	villa	huonet, talo			
&w1577	Bildetema HTML5	Bildetema Flash	en våning	etasje	floor	tasa			
&w1665	Bildetema HTML5	Bildetema Flash	ett låghus	lavblokk	low-rise house	matala kertahuonet, matala kertatalo	? 		
&w200	Bildetema HTML5	Bildetema Flash	en container	konteiner	container	konteineri	?		
&w292	Bildetema HTML5	Bildetema Flash	en fasad	fasade	front, facade	fasaadi	?		
&w383	Bildetema HTML5	Bildetema Flash	ett garage	garasje	garage	karaaši			
&w391	Bildetema HTML5	Bildetema Flash	en gavel	gavl	gable	pääty			
&w536	Bildetema HTML5	Bildetema Flash	ett höghus	høyblokk	high-rise building	(korkkee) kertahuonet, (korkea) kertatalo	? 		
									
&s9_2	Bildetema HTML5	Bildetema Flash	bostad	bolig	house	asumapaikka			
									
&w1178	Bildetema HTML5	Bildetema Flash	en skorsten	skorstein	chimney	korsteini, savvupiippu			
&w1263	Bildetema HTML5	Bildetema Flash	en öppen spis	peis	fireplace	takka			
&w1407	Bildetema HTML5	Bildetema Flash	en terrass	terrasse	terrace	terassi			
&w1546	Bildetema HTML5	Bildetema Flash	en vind	loft	attic	lohta, yläkerta			
&w1666	Bildetema HTML5	Bildetema Flash	ett (ytter)tak	utetak	roof	ulkokatto			
&w1667	Bildetema HTML5	Bildetema Flash	ett (inner)tak	innetak	ceiling	sisäkatto			
&w1668	Bildetema HTML5	Bildetema Flash	en nyckelhål	nøkkelhull	keyhole	auvaimenreikä			
&w40	Bildetema HTML5	Bildetema Flash	ett avlopp	avløp	drain		MK: slaskijohto		
&w439	Bildetema HTML5	Bildetema Flash	ett gångjärn	gangjern	hinge	ovensaranat			
&w59	Bildetema HTML5	Bildetema Flash	en balkong	balkong	balcony	balkongi	balkonki?		
&w721	Bildetema HTML5	Bildetema Flash	en källare	kjeller	cellar	kellari			
&w74	Bildetema HTML5	Bildetema Flash	en bastu	badstue	sauna	sauna			
&w791	Bildetema HTML5	Bildetema Flash	ett lås	lås	lock	lukku			
&w933	Bildetema HTML5	Bildetema Flash	en nyckel	nøkkel	key	auvain			
									
&s9_3	Bildetema HTML5	Bildetema Flash	stuga	fritidsbolig	cottage	hyttä			
									
&w1245	Bildetema HTML5	Bildetema Flash	en soptunna	søppeldunk	dustbin	roskaämpäri			
&w1274	Bildetema HTML5	Bildetema Flash	ett staket	stakitt	fence	aita			
&w1312	Bildetema HTML5	Bildetema Flash	en stupränna	takrenne	rain gutter	kattoränni			
&w1395	Bildetema HTML5	Bildetema Flash	en tegelpanna	takstein	roofing tile	kattotiili			
&w141-a	Bildetema HTML5	Bildetema Flash	en brevlåda	postkasse	letterbox, postbox	postikassa			
&w1468	Bildetema HTML5	Bildetema Flash	en tunna	tønne	barrel	tynnyri			
&w1493	Bildetema HTML5	Bildetema Flash	ett tält	telt	tent	teltta			
&w1537	Bildetema HTML5	Bildetema Flash	en veranda	veranda	veranda	veranta			
&w155	Bildetema HTML5	Bildetema Flash	en brunn	brønn	well	kaivo			
&w1669	Bildetema HTML5	Bildetema Flash	en flaggstång	flaggstang	flagpole	flakutanko			
&w1670	Bildetema HTML5	Bildetema Flash	en stuprör	nedløpsrør	drain-pipe	sađetrööri, saetrööri, saerööri			
&w369-a	Bildetema HTML5	Bildetema Flash	ett fönster	vindu	window	klasi			
&w414	Bildetema HTML5	Bildetema Flash	en grind	grind	gate	portti			
									
&s9_4	Bildetema HTML5	Bildetema Flash	lägenhet	leilighet	flat	?	?		
									
&w1076-a	Bildetema HTML5	Bildetema Flash	en ringklocka	ringeklokke	doorbell	ovikello			
&w1087	Bildetema HTML5	Bildetema Flash	ett rum	rom	room	loma, huonet, huone			
&w1096	Bildetema HTML5	Bildetema Flash	ett räcke	rekkverk	railing	kelentteri			
&w1248	Bildetema HTML5	Bildetema Flash	ett sovrum	soverom	bedroom	nukkumaloma, nukkumahuonet, nukkumahuone, kamari			
&w1441	Bildetema HTML5	Bildetema Flash	en trappa	trapp	stairs	trappu			
&w1523	Bildetema HTML5	Bildetema Flash	ett vardagsrum	stue	living room	tupa			
&w1586-a	Bildetema HTML5	Bildetema Flash	en vägg	vegg	wall	seinä			
&w1671	Bildetema HTML5	Bildetema Flash	en matplats	spisestue	dining area	syömätupa	? ruokkailuloma? ruokkailusija?		
&w263-a	Bildetema HTML5	Bildetema Flash	en dörr	dør	door	ovi			
&w384	Bildetema HTML5	Bildetema Flash	en garderob	klesskap	wardrobe	vaatetkaappi, vaatekaappi			
&w456	Bildetema HTML5	Bildetema Flash	en hall	gang	hall	kangi			
&w491	Bildetema HTML5	Bildetema Flash	en hiss	heis	lift	heisi			
&w518-a	Bildetema HTML5	Bildetema Flash	en hatthylla	hattehylle	hat-rack, shelf	hattuhylly			
&w52	Bildetema HTML5	Bildetema Flash	ett badrum	bad	bathroom	paati, saunomaloma			
&w593	Bildetema HTML5	Bildetema Flash	ett kapprum	entré	cloakroom	kangi, porstuu, porstua			
&w726	Bildetema HTML5	Bildetema Flash	ett kök	kjøkken	kitchen	kööki			
&w88	Bildetema HTML5	Bildetema Flash	en bidé	bidé	bidet	bidee			
									
&c10	Bildetema HTML5	Bildetema Flash	Kök och badrum	Kjøkken og bad	Kitchen and bathroom	Kööki ja paati			
									
&s10_1	Bildetema HTML5	Bildetema Flash	kök	kjøkken	kitchen	kööki			
									
&w1153	Bildetema HTML5	Bildetema Flash	ett skafferi	spiskammer	pantry	ruokakamari			
&w1199-b	Bildetema HTML5	Bildetema Flash	ett skåp	skap	cupboard	kaappi			
&w1211	Bildetema HTML5	Bildetema Flash	sopor(na)	søppel	garbage	roskat			
&w1293	Bildetema HTML5	Bildetema Flash	en stol	stol	chair	tooli			
&w1528	Bildetema HTML5	Bildetema Flash	en vask	vask	sink	vaski			
&w1672	Bildetema HTML5	Bildetema Flash	en diskborste	oppvaskbørste	dish-brush	astiinpesoharja, astianpesoharja			
&w1673	Bildetema HTML5	Bildetema Flash	en köksfläkt	(kjøkken)vifte	kitchen fan	köökinvifti			
&w1674	Bildetema HTML5	Bildetema Flash	en soppåse	(søppel)pose	bin liner, trash bag	roskapuusi			
&w228	Bildetema HTML5	Bildetema Flash	en disk	oppvask	dishes	astiit, astiat			
&w230	Bildetema HTML5	Bildetema Flash	en diskbänk	oppvaskbenk	sink unit	astiinpesopenkki, astianpesopenkki			
&w231	Bildetema HTML5	Bildetema Flash	en diskho	oppvaskkum	kitchen sink	astiinpesokaara, astianpesokaara			
&w233	Bildetema HTML5	Bildetema Flash	ett diskställ	oppvaskstativ	dish draining rack	astiinpesostatiivi, astianpesostatiivi			
&w271	Bildetema HTML5	Bildetema Flash	ett element	radiator	radiator	radiaattori			
&w356	Bildetema HTML5	Bildetema Flash	en frys	fryser	freezer	fryysi			
&w369-b	Bildetema HTML5	Bildetema Flash	ett fönster	vindu	window	klasi			
&w401	Bildetema HTML5	Bildetema Flash	ett golv	gulv	floor	laattii, laattia			
&w476	Bildetema HTML5	Bildetema Flash	ett handtag	håndtak	handle	hontaaki			
&w678-b	Bildetema HTML5	Bildetema Flash	en kran	kran	crane	kraana			
&w717	Bildetema HTML5	Bildetema Flash	ett kylskåp	kjøleskap	refrigerator	kylmäkaappi			
&w992	Bildetema HTML5	Bildetema Flash	en persienn	persienne	Venetian blind	persienne	?		
									
&s10_2	Bildetema HTML5	Bildetema Flash	badrum	bad	bathroom	paati, saunomaloma, pesohuonet, pesohuone			
									
&w1031	Bildetema HTML5	Bildetema Flash	en propp	propp	stopper	proppi			
&w1199-a	Bildetema HTML5	Bildetema Flash	ett skåp	skap	cupboard	kaappi			
&w1255-a	Bildetema HTML5	Bildetema Flash	en spegel	speil	mirror	peili			
&w1305-a	Bildetema HTML5	Bildetema Flash	en strömbrytare	strømbryter	switch	virrankatkaisiija, virrankatkaisija	?		
&w1423	Bildetema HTML5	Bildetema Flash	en toalett(stol)	do (WC)	toilet, WC	hyysikkä			
&w1424	Bildetema HTML5	Bildetema Flash	toalettpapper(et)	dopapir	toilet paper	hyysikkäpaperi			
&w1478	Bildetema HTML5	Bildetema Flash	en tvål	såpe	soap	soopa			
&w1536-a	Bildetema HTML5	Bildetema Flash	en ventil	ventil	ventilator	venttiili			
&w1586-b	Bildetema HTML5	Bildetema Flash	en vägg	vegg	wall	seinä			
&w256	Bildetema HTML5	Bildetema Flash	en dusch	dusj	shower	dyšši			
&w471	Bildetema HTML5	Bildetema Flash	en handduk	håndkle	towel	hantuuki			
&w472	Bildetema HTML5	Bildetema Flash	ett handfat	servant	washbasin	servantti			
&w50	Bildetema HTML5	Bildetema Flash	ett badkar	badekar	bathtub	saunomakaara, pesokaara			
&w678-a	Bildetema HTML5	Bildetema Flash	en kran	kran	crane	kraana			
									
&s10_3	Bildetema HTML5	Bildetema Flash	hygien	hygiene	hygiene	hygieeni			
									
&w1026	Bildetema HTML5	Bildetema Flash	en potta	potte	potty	potto			
&w1055	Bildetema HTML5	Bildetema Flash	en rakapparat	barbermaskin	shaver, electric razor	raakamašiini			
&w1056	Bildetema HTML5	Bildetema Flash	ett rakblad	barberblad	razor blade	raakaterä			
&w1122	Bildetema HTML5	Bildetema Flash	ett schampo	sjampo	shampoo	šampoo			
&w1333-a	Bildetema HTML5	Bildetema Flash	en svamp	svamp	sponge	pesosieni			
&w135-b	Bildetema HTML5	Bildetema Flash	en borste	hårbørste	hairbrush	hyksiharja			
&w1381	Bildetema HTML5	Bildetema Flash	en tampong	tampong	tampon	tampongi	? tamponki?		
&w1383	Bildetema HTML5	Bildetema Flash	en tandborste	tannbørste	toothbrush	hammasharja			
&w1384	Bildetema HTML5	Bildetema Flash	en tandkräm	tannkrem	toothpaste	hammaskräämi			
&w1675	Bildetema HTML5	Bildetema Flash	en rakhyvel	barberhøvel	safety razor	raakahöylä			
&w55	Bildetema HTML5	Bildetema Flash	bajsa	bæsje	poo, pooh	paskanttaat			
&w585	Bildetema HTML5	Bildetema Flash	en kam	kam	comb	kampa			
&w622	Bildetema HTML5	Bildetema Flash	kissa	tisse	urinate	pissata			
&w924	Bildetema HTML5	Bildetema Flash	en necessär	toalettveske	toilet bag	toalettiväsky	tualettiväsky?		
&w94	Bildetema HTML5	Bildetema Flash	en binda	bind	sanitary napkin	rievu			
									
&c11	Bildetema HTML5	Bildetema Flash	Bostad och möbler	Bolig og møbler	House and furniture	Asumapaikka ja mööpelit			
									
&s11_1	Bildetema HTML5	Bildetema Flash	vardagsrum	stue	living room	tupa			
									
&w1232	Bildetema HTML5	Bildetema Flash	en soffa	sofa	sofa	soffa			
&w127	Bildetema HTML5	Bildetema Flash	en bokhylla	reol	bookcase	kirjahylly			
&w132	Bildetema HTML5	Bildetema Flash	ett bord	bord	table	pöytä			
&w1390-a	Bildetema HTML5	Bildetema Flash	en tavla	maleri	picture	kuva, maalerii			
&w1476-a	Bildetema HTML5	Bildetema Flash	en TV	fjernsyn	TV	TV			
&w1527	Bildetema HTML5	Bildetema Flash	en vas	vase	vase	kukkapotto, vaasi			
&w1676	Bildetema HTML5	Bildetema Flash	en nalle	bamse	teddy bear	teddykarhu, bamse			
&w252-b	Bildetema HTML5	Bildetema Flash	en duk	duk	table cloth	tuuki, pöytäliina			
&w32	Bildetema HTML5	Bildetema Flash	ett askfat	askebeger	ashtray	tuhka-astii/tuhka-astia			
&w362	Bildetema HTML5	Bildetema Flash	en fåtölj	lenestol	armchair	nojatooli, karmistooli			
&w385	Bildetema HTML5	Bildetema Flash	en gardin	gardin	curtain	kartiini			
&w518-b	Bildetema HTML5	Bildetema Flash	en bokhylla	hylle	shelf	hylly			
&w687-a	Bildetema HTML5	Bildetema Flash	en krukväxt	potteplante	pot plant	pottotaimi, pottokasvi			
&w840	Bildetema HTML5	Bildetema Flash	en matta	teppe	carpet	matto, matta, täppeni			
&w911	Bildetema HTML5	Bildetema Flash	en möbel	møbel	furniture	mööpeli			
									
&s11_2	Bildetema HTML5	Bildetema Flash	sovrum	soverom	bedroom	nukkumaloma, kamari			
									
&w1084	Bildetema HTML5	Bildetema Flash	en rullgardin	rullegardin	blind	rullakartiini			
&w1184	Bildetema HTML5	Bildetema Flash	ett skrivbord	skrivebord	writing table	kirjoituspöytä, kirjotuspöytä			
&w1367	Bildetema HTML5	Bildetema Flash	en säng	seng	bed	sänky			
&w1397	Bildetema HTML5	Bildetema Flash	en telefon	telefon	telephone	telefuuni			
&w1491	Bildetema HTML5	Bildetema Flash	ett täcke	dyne	covering	tyyny, tyyni			
&w1632	Bildetema HTML5	Bildetema Flash	ett örngott	putetrekk	pillow case	kuottafoori			
&w1635	Bildetema HTML5	Bildetema Flash	ett överkast	sengeteppe	bedspread	sänkyteppeni			
&w174	Bildetema HTML5	Bildetema Flash	en byrå	kommode	chest of drawers	komuuti			
&w306	Bildetema HTML5	Bildetema Flash	en filt	ullteppe	blanket	villateppeni			
&w508	Bildetema HTML5	Bildetema Flash	en hurts	underskap	pedestal	alakaappi			
&w560	Bildetema HTML5	Bildetema Flash	ett (en) telefonjack	telefonkontakt	jack	telefuunikontakti			
&w631	Bildetema HTML5	Bildetema Flash	en klocka	klokke	clock	kello			
&w695	Bildetema HTML5	Bildetema Flash	en kudde	pute	pillow	kuotta, päänalunen			
&w735	Bildetema HTML5	Bildetema Flash	ett lakan	laken	sheet	lakana			
&w778	Bildetema HTML5	Bildetema Flash	en lur	(telefon)rør	receiver	telefuunirööri, luuri			
&w784	Bildetema HTML5	Bildetema Flash	byrålåda	skuff	drawer	skuffa			
&w811	Bildetema HTML5	Bildetema Flash	en madrass	madrass	mattress	polsteri, palja			
&w919	Bildetema HTML5	Bildetema Flash	ett nattduksbord	nattbord	bedside table	yöpöytä			
&w972	Bildetema HTML5	Bildetema Flash	en pall	krakk	stool	krenkku			
&w978-a	Bildetema HTML5	Bildetema Flash	en papperskorg	papirkurv	waste-paper basket	paperikori			
									
&s11_3	Bildetema HTML5	Bildetema Flash	hall	gang	hall	kangi			
									
&w1255-b	Bildetema HTML5	Bildetema Flash	en spegel	speil	mirror	peili			
&w1364	Bildetema HTML5	Bildetema Flash	en säkring	sikring	fuse	sikrinki, proppu	? sikrinki - sikringi?		
&w1515	Bildetema HTML5	Bildetema Flash	ett uttag	uttak	electrical outlet		?  		
&w1677	Bildetema HTML5	Bildetema Flash	en hatthylla	hattehylle	hat-rack	hattuhylly			
&w1678	Bildetema HTML5	Bildetema Flash	ett skoställ	skohylle	shoe-rack	kenkähylly			
&w184	Bildetema HTML5	Bildetema Flash	en bänk	benk	bench	penkki			
&w274	Bildetema HTML5	Bildetema Flash	en elmätare	strømmåler	electric meter	sähkömittari			
&w381	Bildetema HTML5	Bildetema Flash	en galge	kleshenger	coat hanger	hengari	henkari?		
&w532	Bildetema HTML5	Bildetema Flash	en hängare	knagg	coat peg, pin, hook	koukku			
									
&s11_4	Bildetema HTML5	Bildetema Flash	tillbehör	tilbehør	accessories	tykötarpheet			
									
&w1125	Bildetema HTML5	Bildetema Flash	en sekretär	skatoll	writing desk	kirjoituspöytä			
&w1207	Bildetema HTML5	Bildetema Flash	en sladd	ledning	cord	leetninki			
&w1289	Bildetema HTML5	Bildetema Flash	en stickpropp	støpsel	plug	töpseli			
&w1305-b	Bildetema HTML5	Bildetema Flash	en strömbrytare	strømbryter	switch	sähköbryytteri, virrankatkasiija, sähkönkatkaisiija	?		
&w1494	Bildetema HTML5	Bildetema Flash	en tändsticka	fyrstikk	match	tulitikku			
&w1518	Bildetema HTML5	Bildetema Flash	en vagga	vugge	cradle	kehto			
&w1679	Bildetema HTML5	Bildetema Flash	ett (stearin)ljus	(stearin)lys	candle	kynttilä			
&w1680	Bildetema HTML5	Bildetema Flash	ett CE-märke	CE-merke	CE-mark	CE-merkki			
&w1681	Bildetema HTML5	Bildetema Flash	en tändsticksask	(fyrstikk)eske	match-box	tulitikkuloova, tulitikkuäsky			
&w30	Bildetema HTML5	Bildetema Flash	en ask	eske	box	loova, äsky, rassii, rasia			
&w400	Bildetema HTML5	Bildetema Flash	en glödlampa	lyspære	light bulb	loistetlamppu, loistelamppu	?  loistetpäärä?		
&w737	Bildetema HTML5	Bildetema Flash	en lampa	lampe	lamp	lamppu			
&w766	Bildetema HTML5	Bildetema Flash	en ljusstake	lysestake	candlestick	kynttilänjalka			
&w783	Bildetema HTML5	Bildetema Flash	ett lysrör	lysrør	fluorescent lamp	näkörööri			
									
&c12	Bildetema HTML5	Bildetema Flash	Slöjd och textil	Forming - tekstil	Handicraft and textile craft	Käsityö - tekstiili			
									
&s12_1	Bildetema HTML5	Bildetema Flash	sy	sy	sew	neuloot, neuloat, neuloa			
									
&w1029	Bildetema HTML5	Bildetema Flash	prickig	prikkete	dotted	prikulinen			
&w1057	Bildetema HTML5	Bildetema Flash	randig	stripete	striped	raiđalinen, raialinen			
&w1071	Bildetema HTML5	Bildetema Flash	ett resår	strikk	elastic	kuminauha			
&w1088	Bildetema HTML5	Bildetema Flash	rutig	rutete	checked	ristiraitanen, ruuđulinen, ruuvulinen			
&w1119	Bildetema HTML5	Bildetema Flash	en sax	saks	scissors	sakset			
&w1136	Bildetema HTML5	Bildetema Flash	sicksack	sikksakk	zigzag	sikksakk			
&w1350	Bildetema HTML5	Bildetema Flash	en symaskin	symaskin	sewing machine	neulomamašiini			
&w1353	Bildetema HTML5	Bildetema Flash	sy	sy	sew	neuloot, neuloat, neuloa			
&w1363	Bildetema HTML5	Bildetema Flash	en säkerhetsnål	sikkerhetsnål	safety pin	sikkersneula			
&w1452	Bildetema HTML5	Bildetema Flash	en tråd	tråd	thread	lanka			
&w1453	Bildetema HTML5	Bildetema Flash	en trådrulle	spole	bobbin	puola			
&w1484	Bildetema HTML5	Bildetema Flash	ett tyg	tøy	fabric	kangas			
&w308	Bildetema HTML5	Bildetema Flash	en fingerborg	fingerbøl	thimble	fingerpori, äimäkota			
&w61	Bildetema HTML5	Bildetema Flash	ett band	bånd	band	nauha			
&w639	Bildetema HTML5	Bildetema Flash	en knapp	knapp	button	knappi			
&w640	Bildetema HTML5	Bildetema Flash	en knappnål	knappenål	pin	knuppineula, nuppineula			
&w908	Bildetema HTML5	Bildetema Flash	ett måttband	målebånd	tape measure	mittanauha			
&w912	Bildetema HTML5	Bildetema Flash	ett mönster	mønster	pattern	mönsteri			
&w938	Bildetema HTML5	Bildetema Flash	en nål	nål	needle	neula			
									
&s12_2	Bildetema HTML5	Bildetema Flash	slöjd	forming	handicraft	käsityö			
									
&w1287	Bildetema HTML5	Bildetema Flash	en sticka	strikkepinne	knitting needle	kutomatikku			
&w1288	Bildetema HTML5	Bildetema Flash	sticka	strikke	knit	kuttoot, kutoat, kutoa			
&w1559	Bildetema HTML5	Bildetema Flash	virka	hekle	crochet	häklätä			
&w1560	Bildetema HTML5	Bildetema Flash	en virknål	heklenål	crochet hook	häkläneula			
&w1595	Bildetema HTML5	Bildetema Flash	väva	veve	weave	väävätä			
&w1596	Bildetema HTML5	Bildetema Flash	en vävstol	vevstol	loom	kangastooli			
&w386	Bildetema HTML5	Bildetema Flash	ett garn	garn	yarn, thread	lanka			
&w937	Bildetema HTML5	Bildetema Flash	ett nystan	nøste	ball	kerä			
									
&s12_3	Bildetema HTML5	Bildetema Flash	städning	rengjøring	cleaning	siivous			
									
&w1193	Bildetema HTML5	Bildetema Flash	en skurborste	skurebørste	scrubbing brush	skuuraharja			
&w1194	Bildetema HTML5	Bildetema Flash	en skurtrasa	skurefille	scouring cloth, rag	skuuratraasu			
&w1241	Bildetema HTML5	Bildetema Flash	en sopborste	feiekost	broom	rikkaharja			
&w1244	Bildetema HTML5	Bildetema Flash	en sopskyffel	feiebrett	dustpan	rikkaprättä			
&w1319	Bildetema HTML5	Bildetema Flash	ett städskåp	bøttekott	broom cupboard, closet	ämpärikotti			
&w1333-b	Bildetema HTML5	Bildetema Flash	en svamp	svamp	sponge	pesosieni			
&w135-c	Bildetema HTML5	Bildetema Flash	en borste	langkost	broom	pitkävarsinen kusta, harja			
&w1442	Bildetema HTML5	Bildetema Flash	en trasa	klut	rag	tukko			
&w1682	Bildetema HTML5	Bildetema Flash	städa	gjøre rent	clean	siivota, pestä			
&w209	Bildetema HTML5	Bildetema Flash	en dammsugare	støvsuger	vacuum cleaner	tomunimmiijä, pölynimmiijä, tomunimijä, pölynimijä			
&w210	Bildetema HTML5	Bildetema Flash	en dammtrasa	støveklut	dustcloth, duster	pölytukko			
&w490-a	Bildetema HTML5	Bildetema Flash	en hink	bøtte	bucket	ämpäri, pytty			
&w709	Bildetema HTML5	Bildetema Flash	en kvast	feiekost	broom	luuta			
&w887	Bildetema HTML5	Bildetema Flash	ett munstycke	munnstykke	mouthpiece	suupala			
									
&s12_4	Bildetema HTML5	Bildetema Flash	tvättstuga	vaskerom	laundry room	pesoloma, pesohuonet, pesohuone			
									
&w1300	Bildetema HTML5	Bildetema Flash	en strykbräda	strykebrett	ironing board	stryykiprättä			
&w1301	Bildetema HTML5	Bildetema Flash	stryka	stryke	iron	stryykätä, silittäät, silittää			
&w1302	Bildetema HTML5	Bildetema Flash	ett strykjärn	strykejern	iron	stryykirauta			
&w1430	Bildetema HTML5	Bildetema Flash	ett torkskåp	tørkeskap	drying cabinet	kuivauskaappi			
&w1431	Bildetema HTML5	Bildetema Flash	en torktumlare	tørketrommel	tumble drier	kuivaustrumma			
&w1480	Bildetema HTML5	Bildetema Flash	en tvättmaskin	vaskemaskin	washing machine	pesomašiini			
&w1481	Bildetema HTML5	Bildetema Flash	ett tvättmedel	vaskemiddel	laundry detergent	pesoainet			
&w1683	Bildetema HTML5	Bildetema Flash	tvätta	vaske	washing	pestä			
&w1684	Bildetema HTML5	Bildetema Flash	(smuts)tvätt	skittentøy	laundry	lokavaattheet			
&w1685	Bildetema HTML5	Bildetema Flash	en tvättkorg	skittentøykurv	laundry-basket, hamper	lokavaatetkori, lokavaatekori			
&w635	Bildetema HTML5	Bildetema Flash	en klädnypa	klesklype	clothes peg	vaatetkliipa	kliipa eli kliippa?		
&w825	Bildetema HTML5	Bildetema Flash	en mangel	rulle	mangle	rulla, mankeli	?		
&w833	Bildetema HTML5	Bildetema Flash	en maskin	maskin	machine	mašiini			
									
&c13	Bildetema HTML5	Bildetema Flash	Slöjd – trä och metall	Forming - tre og metall	Woodwork and metalwork	Käsityö - puu ja metalli			
									
&s13_1	Bildetema HTML5	Bildetema Flash	trä	tre	wood	puu			
									
&w1006	Bildetema HTML5	Bildetema Flash	en planka	planke	plank	plankku, lankku			
&w1118	Bildetema HTML5	Bildetema Flash	ett sandpapper	sandpapir	sandpaper	santapaperi			
&w1259	Bildetema HTML5	Bildetema Flash	en spik	spiker	nail	piikari			
&w1267	Bildetema HTML5	Bildetema Flash	en spånskiva	sponplate	particle board	spuunplaatta			
&w1281-b	Bildetema HTML5	Bildetema Flash	en stav	boks	stick	sauva			
&w1387	Bildetema HTML5	Bildetema Flash	en tapet	tapet	wallpaper	tapeetti			
&w1465	Bildetema HTML5	Bildetema Flash	en tumstock	tommestokk	folding rule	meetterimittari			
&w1477	Bildetema HTML5	Bildetema Flash	en tving	skrutvinge	clamp	skruuvitvingi, puristaaja, puristaja			
&w1532	Bildetema HTML5	Bildetema Flash	ett vattenpass	vater(pass)	spirit level	vaatteri	vaatteri? vaatterpassi? vesipassi?		
&w1551	Bildetema HTML5	Bildetema Flash	en vinkelhake	vinkelhake	set square	vinkkeli			
&w157	Bildetema HTML5	Bildetema Flash	en bräda	bord	board	lauta			
&w1602	Bildetema HTML5	Bildetema Flash	en x-krok	x-krok	X-hook	x-haka, x-krookki			
&w1605-a	Bildetema HTML5	Bildetema Flash	en yxa	øks	axe	kirves			
&w520	Bildetema HTML5	Bildetema Flash	en hyvel	høvel	plane	höylä			
&w521	Bildetema HTML5	Bildetema Flash	en hyvelbänk	høvelbenk	planing bench	höyläpenkki			
&w628	Bildetema HTML5	Bildetema Flash	klister	lim	glue	liima			
&w681	Bildetema HTML5	Bildetema Flash	en krok	krok	hook	koukku			
&w753	Bildetema HTML5	Bildetema Flash	lim(met)	lim	glue	liima			
&w932	Bildetema HTML5	Bildetema Flash	en nubb	stift	tack	naula			
									
&s13_2	Bildetema HTML5	Bildetema Flash	metall	metall	metal	metalli			
									
&w1012	Bildetema HTML5	Bildetema Flash	en plåt	plate	sheet metal	plaatta			
&w1111	Bildetema HTML5	Bildetema Flash	ett rör	rør	pipe	rööri			
&w1186	Bildetema HTML5	Bildetema Flash	en skruv	skrue	screw	skruuvi			
&w1188	Bildetema HTML5	Bildetema Flash	ett skruvstäd	skrustikke	vice	skruuvipenkki	?		
&w1281-a	Bildetema HTML5	Bildetema Flash	en fyrkantsstav	firkantstål	square bar		neljenkanttinen terästanko?		
&w1317	Bildetema HTML5	Bildetema Flash	en stång	stang	pole	tanko			
&w1338	Bildetema HTML5	Bildetema Flash	en svarv	dreiebenk	lathe	pyöröpenkki			
&w143-a	Bildetema HTML5	Bildetema Flash	bricka	stoppskive	washer	toppikiivu	?		
&w166	Bildetema HTML5	Bildetema Flash	en bult	bolt	bolt	poltti	?		
&w176	Bildetema HTML5	Bildetema Flash	en bågfil	baufil	hack-saw	rautasaha			
&w312	Bildetema HTML5	Bildetema Flash	en fjäder	fjær	spring	joutti, fieteri			
&w444	Bildetema HTML5	Bildetema Flash	en gänga	gjenge	thread	jenka			
&w696	Bildetema HTML5	Bildetema Flash	ett kugghjul	tannhjul	gearwheel	hammasratas			
&w697	Bildetema HTML5	Bildetema Flash	ett kullager	kulelager	bearing	kuulalaakeri			
&w895	Bildetema HTML5	Bildetema Flash	en mutter	mutter	nut	mutteri			
&w926	Bildetema HTML5	Bildetema Flash	en nit	nagle	rivet	naula			
									
&s13_3	Bildetema HTML5	Bildetema Flash	verktyg	verktøy	tool	työkalu			
									
&w1166	Bildetema HTML5	Bildetema Flash	en skiftnyckel	skiftenøkkel	spanner, wrench	auvaintonget			
&w1187	Bildetema HTML5	Bildetema Flash	en skruvmejsel	skrujern	screw-driver	skruuvirauta, skruuvimeisseli	?		
&w1321	Bildetema HTML5	Bildetema Flash	ett stämjärn	stemjern	chisel	tappirauta			
&w134	Bildetema HTML5	Bildetema Flash	en (ett) borr	bor	drill	pora			
&w1348	Bildetema HTML5	Bildetema Flash	en syl	syl	awl	naskali			
&w1359	Bildetema HTML5	Bildetema Flash	en såg	sag	saw	saha			
&w1487	Bildetema HTML5	Bildetema Flash	en tång	tang	pliers	tonget			
&w245	Bildetema HTML5	Bildetema Flash	drillborr	boremaskin	power drill	poramašiini			
&w265	Bildetema HTML5	Bildetema Flash	en egg	egg	edge	terä			
&w302-a	Bildetema HTML5	Bildetema Flash	en fil	fil	file	fiila			
&w466	Bildetema HTML5	Bildetema Flash	en hammare	hammer	hammer	vasara			
